web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1692628388-103","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","4,5 Zimmer, 108 m², CHF 2430.—","Sulzerallee 51, 8404 Winterthur, ZH","","«""ROY erlebe das neue Winterthur""»","premium4,5 Zimmer, 108 m², CHF 2430.—Sulzerallee 51, 8404 Winterthur, ZH«""ROY erlebe das neue Winterthur""»Sind Sie auf der Suche nach einem neuen, modernen zu Hause? Bei uns finden Sie garantiert die perfekte Wohnung, welche Ihren Vorstellungen entspricht.Lassen Sie sich vom hochwertigen Ausbaustandard überzeugen und vereinbaren Sie noch heute einen individuellen Besichtigungstermin.Alle Informationen finden Sie auf unserer Objekthomepage https://www.roy-winterthur.chWir freuen uns auf Ihre Kontaktaufnahme.- Glasfaseranschluss"
"1692628388-104","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2,5 Zimmer, 70 m², CHF 2850.—","Moosackerstrasse 5, 8405 Winterthur, ZH","","«Grosszügige 2.5 Attikawohnung möbliert»","premium2,5 Zimmer, 70 m², CHF 2850.—Moosackerstrasse 5, 8405 Winterthur, ZH«Grosszügige 2.5 Attikawohnung möbliert»An zentraler Lage in Winterthur-Seen vermieten wir eine hochwertig möbliertes 2.5-Zimmer-Apartment. Die Attikawohnung befindet sich in einem Neubau Mehrfamilienhaus in Winterthur-Seen.Die stilvolle Attika-Wohnung überzeugt mit einem individuellen Grundriss, hohen Wohnkomfort und lichtdurchfluteten Räumlichkeiten. Die Wohnung verfügt über einen hochwertigen Ausbau mit Eichenparkett, moderne Küche mit Induktions-Kochfeld, Kombi Steamer, diversen Einbauspots, Holz-Metall Fenstern (3-fach Isolierverglasung), WM/TU und Multimediadose mit Glasfaseran"
"1692628388-105","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","1,5 Zimmer, 30 m², CHF 2150.—","Ebnetstrasse 6, 8406 Winterthur, ZH","","«Hochwertig möbliertes Business Apartment, fully furnished!»","premium1,5 Zimmer, 30 m², CHF 2150.—Ebnetstrasse 6, 8406 Winterthur, ZH«Hochwertig möbliertes Business Apartment, fully furnished!»An zentraler Lage in Winterthur vermieten wir ein hochwertig möbliertes 1.5-Zimmer-Apartment. Das Apartment verfügt über eine grosse Dachterrasse von ca. 37 m2. Der einzigartige Grundriss, sowie die grossen Fensterflächen garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Das Apartment verfügt über eine Boden ebene Dusche mit Glastrennwand, Waschmaschine und Tumbler, eine moderne Küche und separates Entrée. Die Küche ist mit allem notwendigem eingerichtet. Die Bushaltestelle befindet sich nur wenige Meter entfernt und brin"
"1692628388-106","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","4,5 Zimmer, 105 m², CHF 2192.—","Tösstalstrasse 151, 8400 Winterthur, ZH","","«WG Zimmer zu vermiten»","top4,5 Zimmer, 105 m², CHF 2192.—Tösstalstrasse 151, 8400 Winterthur, ZH«WG Zimmer zu vermiten»1-2 WG Zimmer freiMitbewohnerIn gesucht für 4.5-Zimmerwohnung.Aktuell wohne ich (Samuel) mit einem Mitbewohner in dieser Wohnung (Miete ca. 2200.-). Nun suche ich 1-2 neue MitbewohnerInnen per 1. September 2023. Die Wohnung ist ca. 8min mit Bus vom Bahnhof Winterthur entferne und auch mit dem Fahrrad gut erreichbar.Es gib zwei freie Zimmer. Die Zimmer sind hell und sonnig. Es hat ein gemeinsames Wohnzimmer, einen Balkon, eine separate Toilette sowie ein Bad.Wie die Miete und die Zimmer zukünftig aufgeteilt werden, hängt von der Anzahl der Bewoh"
"1692628388-107","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2,5 Zimmer, 91 m², CHF 2115.—","Steiggasse 3, 8400 Winterthur, ZH","","«Erstbezug: Sanierte Wohnung im Herzen der Winterthurer Altstadt»","2,5 Zimmer, 91 m², CHF 2115.—Steiggasse 3, 8400 Winterthur, ZH«Erstbezug: Sanierte Wohnung im Herzen der Winterthurer Altstadt»Wir vermieten ab November 2023 eine frisch sanierte 2.5-Zimmer-Wohnung mit ca. 91 m2 in einer Altbauliegenschaft an beliebter Lage. Die Wohnung weist folgende Vorzüge auf.grosszügier Eingangsbereichgemütliches Wohnzimmer gassenseitig mit historischer Holzwand und Sichtbalkenmoderne und offene Küche mit Geschirrspüler, Kühlschrank mit separatem Gefrierschrank, Induktionskochfeld, Gerätemarken Elektroluxmoderne Duscheseparates WCeigener Waschraum mit Waschmaschine/TumblerSchlafzimmer Seite Steiggasse separater Abstellraum, z.B. als begehbares AnkAnbieter kontaktierenKontaktieren"
"1692628388-108","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3,5 Zimmer, 91 m², CHF 2480.—","Rudolfstr. 25, 8400 Winterthur, ZH","","«Modernes Wohnen im Herzen der Stadt»","3,5 Zimmer, 91 m², CHF 2480.—Rudolfstr. 25, 8400 Winterthur, ZH«Modernes Wohnen im Herzen der Stadt»Der luxeriöse Ausbaustandart, die eindrückliche Raumhöhe sowie der exklusive Blick über Winterthur machen das Wohnen im Zentrum der Stadt einmalig. - Im oberstes Geschoss mit kreativem Grundriss- Ganze Wohnung Eschenparkett- Variable Raumgestaltung dank Schiebetüren- Moderne, offene Küche- Bad/WC und sep. Dusche/WC mit Natursteinplatten- Waschturm in der Wohnung- Lift direkt in die Wohnung- Entrée mit Garderobenraum- Einbauschränke- Grosse Terrasse (16.4 m2)Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angeboteAnbieter kontaktierenKontaktieren"
"1692628388-109","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3,5 Zimmer, 95 m², CHF 2380.—","Seuzacherstr. 7b, 8400 Winterthur, ZH","","«Modern und zentral! Wohnen über der Shopping-Mall!»","3,5 Zimmer, 95 m², CHF 2380.—Seuzacherstr. 7b, 8400 Winterthur, ZH«Modern und zentral! Wohnen über der Shopping-Mall!»Sie wollten schon immer an einem speziellen Ort wohnen? Dann sind Sie hier genau richtig! Per 01.10.2023 sucht diese tolle moderne Wohnung einen neuen Bewohner!- Zentrale Lage- Gesamte Wohnung mit Parkett- Offene Küche mit Glaskeramikherd, Geschirrspüler und Backofen- Badezimmer mit Badewanne- Waschmaschine / Tumbler in der Wohnung- Grosser Balkon- Reduit- Kellerabteil- Lift- Kontrollierte Wohnungslüftung- Eigene Conciergerie in der Liegenschafthttp://www.james-winterthur.ch- Migros direkt in der Liegenschaft (Einkaufszentrum Rosenberg)- Sehr nAnbieter kontaktierenKontaktieren"
"1692628388-110","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2,5 Zimmer, 66 m², CHF 2334.—","Obertor 23 / 23a, 8400 Winterthur, ZH","","«Exklusiver Lebensraum im Zentrum»","2,5 Zimmer, 66 m², CHF 2334.—Obertor 23 / 23a, 8400 Winterthur, ZH«Exklusiver Lebensraum im Zentrum»Sind Sie auf der Suche nach einer Wohnung mit viel Charme und Persönlichkeit? Dann haben wir genau die passende Wohnung für Sie.Am Obertor 23 vermieten wir eine im Jahr 2020 sanierte 2.5-Zimmer-Wohnung im 2. Obergeschoss. Der Charme der Vergangenheit bleibt erhalten, wird jedoch mit dem Komfort von neuen Bädern und Küchen kombiniert.Wohnungsübersicht: Zentrale Wohnlage in der charmanten Winterthurer Altstadt  Ganze Wohnung mit Eichenparkett Grosszügiges Wohnzimmer mit historischem Kachelofen Moderne Küche, ausgestattet mit hochwertigen Geräten Anbieter kontaktierenKontaktieren"
"1692628388-111","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3 Zimmer, 80 m², CHF 2691.—","Tösstalstrasse 2/4, 8400 Winterthur, ZH","","«Am Puls des Altstadtlebens»","3 Zimmer, 80 m², CHF 2691.—Tösstalstrasse 2/4, 8400 Winterthur, ZH«Am Puls des Altstadtlebens»Ab 1. November 2023 vermieten wir in der historischen Altstadtliegenschaft Zum hinteren Hecht eine hochwertige 3-Zimmer-Wohnung mit ca. 80 m2. In dieser im Jahr 2017 renovierten Liegenschaft trifft der Komfort der Moderne auf den Charme der Vergangenheit.Ihre wichtigsten Wohnungsvorzüge:Grosszügiges und helles WohnzimmerBalkon hofseitigHochwertiger Parkettboden in allen WohnräumenHistorische Wände mit Sichtbalken in Wohnzimmer u. SchlafzimmerModerne und offene Küche, ausgestattet mit modernen Geräten und GeschirrspülerEigener WaschturmBadezimmeNeuAnbieter kontaktierenKontaktieren"
"1692628388-112","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2,5 Zimmer, 69 m², CHF 1780.—","Eichgutstr. 2, 8400 Winterthur, ZH","","«Am Hauptbahnhof Winterthur in 1 Minute!»","2,5 Zimmer, 69 m², CHF 1780.—Eichgutstr. 2, 8400 Winterthur, ZH«Am Hauptbahnhof Winterthur in 1 Minute!»- Bodenbeläge: heller Eschenparkett im Wohnbereich / Natursteinplatten in den Badezimmer- Grosszügiges Entrée mit Garderobe - Schlafzimmer mit begehbarem Schrank- Küche mit Geschirrspüler und Glaskeramikherd- Badezimmer mit Badewanne und separates Gäste-WC- Eigener Waschturm (Waschmaschine und Tumbler)- Loggia mit raumhoher Verglasung, aussen Schiebefenster- Lift- Kellerabteil- Sehr zentrale Lage(Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.)www.eichgut-winterthur.chAnbieter kontaktierenKontaktieren"
"1692628388-113","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3,5 Zimmer, 89 m², CHF 2390.—","Strickerstrasse 1, 8400 Winterthur, ZH","","«Schöne, moderne 3.5 Zimmer-Stadtwohnung im Zentrum Neuwiesen»","3,5 Zimmer, 89 m², CHF 2390.—Strickerstrasse 1, 8400 Winterthur, ZH«Schöne, moderne 3.5 Zimmer-Stadtwohnung im Zentrum Neuwiesen»Ab 01. Dezember oder nach Vereinbarung vermieten wir diese schöne, teilsanierte 3.5-Zimmer-Wohnungen im EKZ Neuwiesen.Der Standort befindet sich an zentraler Lage, direkt neben dem Hauptbahnhof Winterthur.Eine erstklassige und gepflegte Ausstattung, eine zentrale Lage mit verschiedenen Einkaufs- und Ausgehmöglichkeiten, sowie ein reichhaltiges Angebot an kulturellen, kulinarischen und sportlichen Aktivitäten.Die Wohnung bietet folgendes:- Neue Bodenbeläge in allen Wohn- und Schlafräumen- Neue, moderne Küche mit grossem Kühlschrank, sep. GefrierAnbieter kontaktierenKontaktieren"
"1692628388-114","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3,5 Zimmer, 75 m², CHF 1660.—","Grüzefeldstrasse 40, 8400 Winterthur, ZH","","«Wow! Schöne 3.5 Z-Wohnung mit neuer Küche und Balkon»","3,5 Zimmer, 75 m², CHF 1660.—Grüzefeldstrasse 40, 8400 Winterthur, ZH«Wow! Schöne 3.5 Z-Wohnung mit neuer Küche und Balkon»Wir vermieten an der Grüzefeldstrasse 40 eine schöne 3.5 Zimmer-Wohnung im 1. OG mit Balkon. Die Wohnung bietet 75m2 Wohnfläche. Im Korridor gibt es zwei Einbauschränke, welche komplett erneuert werden. Die Küche inkl. Plattenboden ist frisch saniert und in moderner Farbe gehalten. Bei der Snaierung wurde die Küche mit der Diele verbunden. Somit gibt es jetztviel Platz für einen Esstisch und direktem Zugang zur offenen Küche. Das Bad ist mit einer Badewanne ausgestattet. Im gesamten Wohnbereich und den beiden Schlafzimmern gibt es neue BodenbelNeuAnbieter kontaktierenKontaktieren"
"1692628388-115","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","4,5 Zimmer, 105 m², CHF 2390.—","Hegistr. 41b, 8404 Winterthur, ZH","","«Topmodernes Wohnen in Oberi «Mieten ohne Kaution»»","4,5 Zimmer, 105 m², CHF 2390.—Hegistr. 41b, 8404 Winterthur, ZH«Topmodernes Wohnen in Oberi «Mieten ohne Kaution»»- Helle Wohnung- Ganze Wohnung Parkett- Moderne Küche mit Glaskeramik und Geschirrspüler- grosszügiges Bad/WC mit Wanne, Doppellavabo und Fenster- sep. Dusche/WC- eigene Waschmaschine mit Tumbler- sehr grosser Balkon mit 20 m2- Keller- Bahnhof Oberwinterthur in unmittelbarer Nähe- Einstellplätze für je CHF 140.00 mtl. vorhandenWeitere Informationen auf www.talwiesen.ch.NeuAnbieter kontaktierenKontaktieren"
"1692628388-116","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3,5 Zimmer, 95 m², CHF 2610.—","Seuzacherstr. 13b, 8400 Winterthur, ZH","","«Modern und zentral! Wohnen über der Shopping-Mall!»","3,5 Zimmer, 95 m², CHF 2610.—Seuzacherstr. 13b, 8400 Winterthur, ZH«Modern und zentral! Wohnen über der Shopping-Mall!»Schöne und moderne Wohnung sucht neuen Bewohner!- Zentrale Lage- Gesamte Wohnung mit Parkett- Offene Küche mit Glaskeramikherd, Geschirrspüler und Backofen- Badezimmer mit Badewanne und separates Badezimmer mit Dusche- Waschmaschine / Tumbler in der Wohnung- Grosser Balkon (Loggia)- Reduit- Kellerabteil- Lift- Minergiewohnüberbauung mit kontrollierter Lüftung- Migros direkt in der Liegenschaft (Einkaufszentrum Rosenberg)- Sehr nahe gelegene Busstation Einstellplatz für CHF 140.- pro Monat Homepage: http://www.james-winterthur.chHaben wir Ihr InAnbieter kontaktierenKontaktieren"
"1692628388-117","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2,5 Zimmer, 58 m², CHF 1720.—","Ida-Sträulistr. 43, 8404 Winterthur, ZH","","«Idyllische Lage gewünscht?»","2,5 Zimmer, 58 m², CHF 1720.—Ida-Sträulistr. 43, 8404 Winterthur, ZH«Idyllische Lage gewünscht?»Willkommen bei sue&tilTauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&til legt grossen Wert darauf, Ihnen zahlreiche Highlights und Annehmlichkeiten zu bieten. Sie können sicher sein, dass sue&til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für Ihren Wohnkomfort verfügt die Wohnung üAnbieter kontaktierenKontaktieren"
"1692628388-118","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2,5 Zimmer, 68 m², CHF 1940.—","Sulzer-Allee 75, 8404 Winterthur, ZH","","«Lebensfreude beginnt daheim»","2,5 Zimmer, 68 m², CHF 1940.—Sulzer-Allee 75, 8404 Winterthur, ZH«Lebensfreude beginnt daheim»Willkommen bei sue&tilTauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&til legt grossen Wert darauf, Ihnen zahlreiche Highlights und Annehmlichkeiten zu bieten. Sie können sicher sein, dass sue&til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für Ihren Wohnkomfort verfügt die Wohnung üAnbieter kontaktierenKontaktieren"
"1692628388-119","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3,5 Zimmer, 113 m², CHF 2430.—","Sulzerallee 65, 8404 Winterthur, ZH","","«Sie brauchen Platz - ROY - hat ihn!»","3,5 Zimmer, 113 m², CHF 2430.—Sulzerallee 65, 8404 Winterthur, ZH«Sie brauchen Platz - ROY - hat ihn!»Sind Sie auf der Suche nach einem neuen, modernen zu Hause? Bei uns finden Sie garantiert die perfekte Wohnung, welche Ihren Vorstellungen entspricht.Lassen Sie sich vom hochwertigen Ausbaustandard überzeugen und vereinbaren Sie noch heute einen individuellen Besichtigungstermin.Alle Informationen finden Sie auf unserer Objekthomepage https://www.roy-winterthur.chWir freuen uns auf Ihre Kontaktaufnahme.Die Bilder entsprechen dem Standard einer typähnlichen Musterwohnung. Abweichungen sind möglich.Wir freuen uns über Ihre Kontaktaufnahme!- GlasfAnbieter kontaktierenKontaktieren"
"1692628388-120","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3 Zimmer, 65 m², CHF 1435.—","Strahleggstrasse 68, 8400 Winterthur, ZH","","«Mitten in der Stadt und doch im Grünen»","3 Zimmer, 65 m², CHF 1435.—Strahleggstrasse 68, 8400 Winterthur, ZH«Mitten in der Stadt und doch im Grünen»Per 01.11.2023 vermieten wir diese schöne 3.0-Zimmerwohnung in Winterthur.Die Wohnung bietet Ihnen folgende Annehmlichkeiten: - Wohn- und Schlafzimmer mit Parkettboden- Küche und Nasszelle mit pflegeleichtem, hellem Plattenboden - Küche mit Glaskeramikherd, Geschirrspüler, Backofen und genügend Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Lavabo, Spiegelschrank und Badewanne- Korridor mit praktischen Einbauschränken- Balkon zum Verweilen- Eigenes KellerabteilHaustiere sind in dieser Liegenschaft erlaubt.Bitte beachten Sie, dass wir akAnbieter kontaktierenKontaktieren"
"1692628388-121","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","4 Zimmer, 64 m², CHF 1875.—","Töpferstrasse 8, 8400 Winterthur, ZH","","«Wohnen im Sidiareal, www.sidiareal.ch»","4 Zimmer, 64 m², CHF 1875.—Töpferstrasse 8, 8400 Winterthur, ZH«Wohnen im Sidiareal, www.sidiareal.ch»Modernes Wohnen an sehr kinderfreundlicher Zone. Hervorragende Einkaufsmöglichkeiten, Freizeit- und Fitnessangebote befinden sich in unmittelbarer Nähe. Mit dem öffentlichen Verkehr gelangt man innert 3 Minuten ins Zentrum von Winterthur. Daneben verfügt Winterthur über mehrere Autobahnanschlüsse. Die Wohnung überzeugt mit folgenden Eigenschaften: - Wohn- und Schlaffbereich mit Parkett ausgestattet - Helles Wohnzimmer - Moderne Küche mit dunkler Granitabdeckung - Badezimmer mit Badewanne - Sonniger Balkon  - Eigener Kellerabteil Einstellplätze Anbieter kontaktierenKontaktieren"
"1692628388-122","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","4,5 Zimmer, 112 m², CHF 2970.—","Rudolfstr. 25, 8400 Winterthur, ZH","","«So schön kann wohnen sein!»","4,5 Zimmer, 112 m², CHF 2970.—Rudolfstr. 25, 8400 Winterthur, ZH«So schön kann wohnen sein!»Der luxeriöse Ausbaustandart, die eindrückliche Raumhöhe sowie der exklusive Blick über Winterthur machen das Wohnen im Zentrum der Stadt einmalig. Das Mietobjekt ist wie folgt ausgestattet:- Moderne Küche- hochwertiger Eschenparkett in allen Wohnräumen- zwei Nasszellen mit beigen Natursteinplatten und hochhwertigen Armaturen - eigener Waschturm in der Wohnung- Entrée mit Garderobenschränken- Individuelle Raumaufteilung dank Schiebetüren- Einbauschränke mit viel StauraumParkplätze in der Tiefgarage können dazu gemietet werden.Haben wir Ihr InteAnbieter kontaktierenKontaktieren"
"1692628388-123","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2,5 Zimmer, 78 m², CHF 1875.—","Im Grüntal 21, 8405 Winterthur, ZH","","«Moderne 2.5 Zimmer Wohnung!»","2,5 Zimmer, 78 m², CHF 1875.—Im Grüntal 21, 8405 Winterthur, ZH«Moderne 2.5 Zimmer Wohnung!»Per 01.10.2021 vermieten wir Ihnen diese stylische, moderne Neubauwohnung. Mit 78 m2 und 2.5 Zimmern ist diese perfekt für Sie und Ihren Partner:- Grüne Umgebung- Ganzer Wohnbereich mit Parkett ausgelegt- Moderne Küche mit Glaskeramik, Geschirrspüler und  Hocheinbaubackofen- Dusche/WC mit Keramikplatten - Wandschränke im Korridor- Eigene Waschmaschine mit Tumbler in einem sep. Reduit- Balkon*Die Bilder zeigen den Standard der Wohnung*- Einstellplatz à CHF 130.00 vorhandenKonnten wir Ihr Interesse wecken? Dann freuen wir uns auf Ihre KontaktaufnAnbieter kontaktierenKontaktieren"
"1692628388-124","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","4,5 Zimmer, 94 m², CHF 3480.—","Hörnlistrasse 85, 8400 Winterthur, ZH","","«4 1/2 Maisonette Whg. Grosszügig, sonnig, mit Kamin, 2 Balkone mit schöner Aussicht, 2 Badezimmer»","4,5 Zimmer, 94 m², CHF 3480.—Hörnlistrasse 85, 8400 Winterthur, ZH«4 1/2 Maisonette Whg. Grosszügig, sonnig, mit Kamin, 2 Balkone mit schöner Aussicht, 2 Badezimmer»Die wunderschön gelegene 4 1/2 Zimmer Maisonette Luxus Wohnung hat folgendes zu bieten:2 Schlafzimmer, wobei das grosse Schlafzimmer in zwei kleinere Zimmer geteilt werden könnte.1 grosses und helles Wohnzimmer mit Kamin.2 Balkone mit idyllischer und unverbaubarer Aussicht. Der ostseitige Balkon führt in den grossen Wohnbereich mit Kamin. Ein weiterer Balkon ist auf der Westseite, zugänglich vom Essplatz und der Küche.Küche mit Einbauschränken, integrierter Geschirrspülmaschine und mit Aussicht ins Grüne.Die Wohnung bietet 2 Badezimmer, eines mNeu"
"1692628388-125","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3,5 Zimmer, 85 m², CHF 1950.—","Agnesstrasse 14 a, 8406 Winterthur, ZH","","«Hier blüht das Leben!»","3,5 Zimmer, 85 m², CHF 1950.—Agnesstrasse 14 a, 8406 Winterthur, ZH«Hier blüht das Leben!»SAMMELBESICHTIGUNGEN (OHNE VORANMELDUNG)- Montag, 28.08.2023 ab 18.30 Uhr bis 19.30 Uhr- Mittwoch, 30.08.2023 ab 18.30 Uhr bis 19.30 UhrBitte klingeln Sie bei JENAL / FRIES um den Zugang zu erhalten.MITTEN DRIN!- Diese Liegenschaft befindet sich direkt neben der Lokstadt, dem neusten und innovativsten Winterthurer Stadtteil.- Das Einkaufzentrum Lokwerk liegt gegenüber dieser Wohnung. - In 6 Minuten mit dem Bus am Bahnhof und in 5 Minuten auf der Autobahn:Diese Umstände bieten eine perfekte Ausgangslage für Arbeit und Freizeit.DIESES ZUHAUSE BIE"
